timestamp_utc,profile,phase,elapsed_s,tctl_c,apuppt_w,freq_avg_mhz,freq_max_any_mhz,freq_min_any_mhz,policy_max_mhz,cpu_busy_pct,load1,thermal_throttle_count,bottleneck
2026-08-27T11:31:37Z,sustained-build,all-core,425,79.5,45.01,4280.09,4292.23,4259.91,5137.90,100.0,18.72,0,none-observed
2026-08-27T11:31:39Z,sustained-build,all-core,427,79.5,45.06,4169.25,4174.78,4167.38,5137.90,100.0,18.72,0,none-observed
2026-08-27T11:31:41Z,sustained-build,all-core,429,79.5,45.04,4241.92,4242.32,4241.53,5137.90,100.0,18.83,0,none-observed
2026-08-27T11:31:44Z,sustained-build,all-core,431,79.4,45.04,4291.93,4292.06,4291.83,5137.90,100.0,18.83,0,none-observed
2026-08-27T11:31:46Z,sustained-build,all-core,434,79.4,45.06,4167.23,4167.44,4167.13,5137.90,100.0,18.68,0,none-observed
2026-08-27T11:31:48Z,sustained-build,all-core,436,79.4,45.01,4342.00,4342.14,4341.92,5137.90,100.0,18.68,0,none-observed
2026-08-27T11:31:50Z,sustained-build,all-core,438,79.5,45.02,4214.76,4217.07,4204.89,5137.90,100.0,18.79,0,none-observed
2026-08-27T11:31:52Z,sustained-build,all-core,440,79.4,45.01,4342.06,4342.10,4341.99,5137.90,100.0,18.79,0,none-observed
2026-08-27T11:31:54Z,sustained-build,all-core,442,79.4,45.01,4298.44,4313.25,4291.54,5137.90,100.0,18.79,0,none-observed
2026-08-27T11:31:56Z,sustained-build,all-core,444,79.4,45.06,4256.23,4267.22,4237.93,5137.90,100.0,18.72,0,none-observed
2026-08-27T11:31:58Z,sustained-build,all-core,446,79.4,45.01,4342.10,4342.14,4342.07,5137.90,100.0,18.72,0,none-observed
2026-08-27T11:32:01Z,sustained-build,all-core,449,79.5,45.02,4302.53,4317.15,4287.92,5137.90,100.0,19.15,0,none-observed
2026-08-27T11:32:03Z,sustained-build,all-core,451,79.4,45.02,4299.69,4316.76,4286.44,5137.90,100.0,19.15,0,none-observed
2026-08-27T11:32:05Z,sustained-build,all-core,453,79.4,45.02,4303.72,4316.08,4288.47,5137.90,100.0,19.21,0,none-observed
2026-08-27T11:32:07Z,sustained-build,all-core,455,79.5,45.00,4293.73,4317.10,4275.66,5137.90,100.0,19.21,0,none-observed
2026-08-27T11:32:09Z,sustained-build,all-core,457,79.5,45.00,4350.48,4364.57,4308.19,5137.90,100.0,19.21,0,none-observed
2026-08-27T11:32:11Z,sustained-build,all-core,459,79.5,45.01,4317.96,4321.74,4317.06,5137.90,100.0,19.12,0,none-observed
2026-08-27T11:32:13Z,sustained-build,all-core,461,79.5,45.00,4298.41,4317.16,4292.12,5137.90,100.0,19.12,0,none-observed
2026-08-27T11:32:16Z,sustained-build,all-core,463,79.6,45.03,4301.12,4316.96,4291.77,5137.90,100.0,19.11,0,none-observed
2026-08-27T11:32:18Z,sustained-build,all-core,466,79.6,45.06,4173.53,4192.37,4155.66,5137.90,100.0,19.11,0,none-observed
2026-08-27T11:32:20Z,sustained-build,all-core,468,79.5,44.99,4367.04,4367.09,4367.01,5137.90,100.0,19.10,0,none-observed
2026-08-27T11:32:22Z,sustained-build,all-core,470,79.8,45.03,4342.09,4342.15,4342.01,5137.90,100.0,19.10,0,none-observed
2026-08-27T11:32:24Z,sustained-build,all-core,472,79.6,44.99,4342.09,4342.15,4342.02,5137.90,100.0,19.10,0,none-observed
2026-08-27T11:32:26Z,sustained-build,all-core,474,79.6,45.01,4274.86,4292.18,4267.13,5137.90,100.0,19.17,0,none-observed
2026-08-27T11:32:28Z,sustained-build,all-core,476,79.6,45.02,4316.82,4317.13,4315.95,5137.90,100.0,19.17,0,none-observed
2026-08-27T11:32:31Z,sustained-build,all-core,478,79.6,45.01,4306.81,4315.71,4292.13,5137.90,100.0,19.08,0,none-observed
