timestamp_utc,phase,elapsed_s,tctl_c,cpu_ppt_w,gpu_ppt_w,fan_rpm,freq_now_avg_all_mhz,freq_now_max_any_mhz,freq_hw_avg_all_mhz,freq_hw_max_any_mhz,freq_now_min_any_mhz,cpu0_now_mhz,cpu0_hw_avg_mhz,active_now_mhz,active_hw_avg_mhz,phase_peak_now_mhz,phase_peak_hw_avg_mhz,policy_max_mhz,hardware_max_mhz,cpu_util_pct,load1,mem_used_pct,thermal_throttle_count,bottleneck,stress_pid
2026-08-27T07:24:00Z,cooldown,0,63.2,NA,21.85,0,2990.2,4808.1,2791.9,4813.3,1101.0,3201.0,4802.1,2990.2,2791.9,2990.2,2791.9,5137.9,5137.9,NA,1.82,10.9,NA,none,NA
2026-08-27T07:24:02Z,cooldown,3,56.6,NA,19.39,0,2442.0,4806.8,2647.4,4816.1,1101.0,3212.3,3210.6,2442.0,2647.4,2990.2,2791.9,5137.9,5137.9,2.3,1.67,10.9,NA,none,NA
2026-08-27T07:24:04Z,cooldown,5,54.8,NA,20.29,0,2917.7,4827.8,2861.4,4754.0,1101.0,3224.2,3855.6,2917.7,2861.4,2990.2,2861.4,5137.9,5137.9,2.8,1.67,10.9,NA,none,NA
2026-08-27T07:24:06Z,cooldown,7,53.1,NA,19.70,0,3377.2,4815.3,3210.6,4816.5,1101.0,4279.2,3548.8,3377.2,3210.6,3377.2,3210.6,5137.9,5137.9,2.9,1.67,10.9,NA,none,NA
2026-08-27T07:24:09Z,cooldown,9,51.9,NA,19.89,0,3322.0,4822.3,3125.0,4800.6,1101.0,3366.0,3366.0,3322.0,3125.0,3377.2,3210.6,5137.9,5137.9,2.3,1.62,11.0,NA,none,NA
2026-08-27T07:24:11Z,cooldown,12,51.1,NA,34.65,0,2814.1,4806.7,2803.5,4694.2,1101.0,1101.0,1101.0,2814.1,2803.5,3377.2,3210.6,5137.9,5137.9,2.0,1.62,10.9,NA,none,NA
2026-08-27T07:24:13Z,cooldown,14,50.9,NA,20.01,0,3048.1,4814.8,2639.8,3989.8,1101.0,4814.8,3572.8,3048.1,2639.8,3377.2,3210.6,5137.9,5137.9,2.3,1.49,10.9,NA,none,NA
2026-08-27T07:24:15Z,cooldown,16,52.1,NA,21.54,0,3203.1,4841.0,2811.7,4817.8,1101.0,4841.0,4817.8,3203.1,2811.7,3377.2,3210.6,5137.9,5137.9,3.2,1.49,10.9,NA,none,NA
2026-08-27T07:24:17Z,cooldown,18,50.8,NA,20.49,0,3331.1,4675.3,3241.2,4813.7,1101.0,1101.0,1101.0,3331.1,3241.2,3377.2,3241.2,5137.9,5137.9,2.2,1.37,10.9,NA,none,NA
2026-08-27T07:24:20Z,cooldown,20,50.0,NA,24.39,0,3287.1,4841.1,2895.0,4839.6,1101.0,1101.0,1101.0,3287.1,2895.0,3377.2,3241.2,5137.9,5137.9,2.0,1.37,11.0,NA,none,NA
2026-08-27T07:24:22Z,cooldown,23,49.8,NA,20.13,0,2548.3,4842.7,2608.5,4816.1,1101.0,1101.0,1101.0,2548.3,2608.5,3377.2,3241.2,5137.9,5137.9,2.2,1.26,11.0,NA,none,NA
2026-08-27T07:24:24Z,cooldown,25,49.2,NA,31.13,0,3027.2,4810.4,3076.1,4814.5,1101.0,1101.0,3563.4,3027.2,3076.1,3377.2,3241.2,5137.9,5137.9,2.0,1.26,11.0,NA,none,NA
2026-08-27T07:24:26Z,cooldown,27,50.1,NA,33.20,0,4001.3,4834.2,3710.6,4814.0,1101.0,1101.0,1101.0,4001.3,3710.6,4001.3,3710.6,5137.9,5137.9,3.8,1.26,10.9,NA,none,NA
