timestamp_utc	profile	phase	elapsed_s	cpu_temp_c	gpu_temp_c	amdgpu_power_w	freq_avg_mhz	policy_max_mhz	hardware_max_mhz	load1	thermal_throttle_count
2026-09-20T10:21:47Z	performance	all-core	25	67.1	57.0	35.036	2830.52	5137.90	5137.90	8.27	NA
2026-09-20T10:21:50Z	performance	all-core	27	67.5	56.0	35.025	3907.96	5137.90	5137.90	8.27	NA
2026-09-20T10:21:52Z	performance	all-core	30	67.8	57.0	34.995	3992.69	5137.90	5137.90	8.97	NA
2026-09-20T10:21:54Z	performance	all-core	32	67.8	57.0	34.996	3897.39	5137.90	5137.90	8.97	NA
2026-09-20T10:21:56Z	performance	all-core	34	68.1	57.0	35.015	3910.74	5137.90	5137.90	8.97	NA
2026-09-20T10:21:58Z	performance	all-core	36	68.4	58.0	34.986	4017.62	5137.90	5137.90	9.77	NA
2026-09-20T10:22:00Z	performance	all-core	38	69.0	58.0	34.998	3917.82	5137.90	5137.90	9.77	NA
2026-09-20T10:22:02Z	performance	all-core	40	69.1	58.0	34.987	4017.68	5137.90	5137.90	10.35	NA
2026-09-20T10:22:04Z	performance	all-core	42	69.4	58.0	34.986	4017.67	5137.90	5137.90	10.35	NA
2026-09-20T10:22:07Z	performance	all-core	44	69.5	59.0	34.986	4017.67	5137.90	5137.90	10.89	NA
2026-09-20T10:22:09Z	performance	all-core	47	69.8	59.0	34.999	3967.64	5137.90	5137.90	10.89	NA
2026-09-20T10:22:11Z	performance	all-core	49	70.0	59.0	35.010	3967.72	5137.90	5137.90	10.89	NA
2026-09-20T10:22:13Z	performance	all-core	51	70.0	59.0	34.998	3992.46	5137.90	5137.90	11.46	NA
2026-09-20T10:22:15Z	performance	all-core	53	70.0	59.0	35.009	3957.13	5137.90	5137.90	11.46	NA
2026-09-20T10:22:17Z	performance	all-core	55	70.1	59.0	34.998	3967.74	5137.90	5137.90	11.90	NA
2026-09-20T10:22:19Z	performance	all-core	57	70.1	59.0	34.980	4033.88	5137.90	5137.90	11.90	NA
2026-09-20T10:22:21Z	performance	all-core	59	70.4	59.0	34.996	3952.03	5137.90	5137.90	12.31	NA
2026-09-20T10:22:24Z	performance	all-core	61	70.4	59.0	34.981	4017.66	5137.90	5137.90	12.31	NA
2026-09-20T10:22:26Z	performance	all-core	64	70.4	59.0	34.984	3994.57	5137.90	5137.90	12.31	NA
2026-09-20T10:22:28Z	performance	all-core	66	70.5	59.0	34.994	3932.21	5137.90	5137.90	13.16	NA
2026-09-20T10:22:30Z	performance	all-core	68	70.6	59.0	34.994	3992.70	5137.90	5137.90	13.16	NA
2026-09-20T10:22:32Z	performance	all-core	70	70.8	59.0	34.981	3992.70	5137.90	5137.90	13.79	NA
2026-09-20T10:22:34Z	performance	all-core	72	70.8	59.0	34.988	4017.65	5137.90	5137.90	13.79	NA
2026-09-20T10:22:36Z	performance	all-core	74	70.9	60.0	35.009	3983.33	5137.90	5137.90	14.13	NA
2026-09-20T10:22:38Z	performance	all-core	76	70.9	60.0	34.995	3992.69	5137.90	5137.90	14.13	NA
2026-09-20T10:22:41Z	performance	all-core	78	71.0	60.0	34.989	3992.64	5137.90	5137.90	14.13	NA
2026-09-20T10:22:43Z	performance	all-core	81	71.0	60.0	34.988	3987.92	5137.90	5137.90	15.00	NA
2026-09-20T10:22:45Z	performance	all-core	83	71.1	60.0	34.982	4017.65	5137.90	5137.90	15.00	NA
2026-09-20T10:22:47Z	performance	all-core	85	71.4	60.0	34.993	3960.90	5137.90	5137.90	15.16	NA
2026-09-20T10:22:49Z	performance	all-core	87	71.4	60.0	35.031	3908.57	5137.90	5137.90	15.16	NA
2026-09-20T10:22:51Z	performance	all-core	89	71.5	60.0	35.031	3843.44	5137.90	5137.90	15.47	NA
2026-09-20T10:22:53Z	performance	all-core	91	71.6	60.0	35.020	3890.88	5137.90	5137.90	15.47	NA
2026-09-20T10:22:55Z	performance	all-core	93	71.6	60.0	35.003	3967.70	5137.90	5137.90	15.47	NA
2026-09-20T10:22:58Z	performance	all-core	95	71.5	60.0	34.980	4017.65	5137.90	5137.90	15.75	NA
2026-09-20T10:23:00Z	performance	all-core	98	71.8	61.0	35.024	3864.55	5137.90	5137.90	15.75	NA
2026-09-20T10:23:02Z	performance	all-core	100	71.9	60.0	35.004	3892.88	5137.90	5137.90	15.93	NA
2026-09-20T10:23:04Z	performance	all-core	102	72.0	61.0	34.983	3992.70	5137.90	5137.90	15.93	NA
2026-09-20T10:23:06Z	performance	all-core	104	72.0	61.0	34.983	4017.65	5137.90	5137.90	16.18	NA
2026-09-20T10:23:08Z	performance	all-core	106	72.1	61.0	35.019	3886.53	5137.90	5137.90	16.18	NA
2026-09-20T10:23:10Z	performance	all-core	108	72.1	61.0	34.998	3980.03	5137.90	5137.90	16.18	NA
2026-09-20T10:23:12Z	performance	all-core	110	72.2	61.0	34.988	3978.63	5137.90	5137.90	16.32	NA
2026-09-20T10:23:15Z	performance	all-core	113	72.2	61.0	35.019	3895.91	5137.90	5137.90	16.32	NA
2026-09-20T10:23:17Z	performance	all-core	115	72.4	61.0	35.022	3917.83	5137.90	5137.90	16.46	NA
2026-09-20T10:23:19Z	performance	all-core	117	72.5	61.0	34.983	3992.69	5137.90	5137.90	16.46	NA
2026-09-20T10:23:21Z	performance	all-core	119	72.6	61.0	35.030	3943.87	5137.90	5137.90	16.46	NA
2026-09-20T10:23:23Z	performance	all-core	121	72.9	62.0	35.023	3967.76	5137.90	5137.90	16.66	NA
2026-09-20T10:23:25Z	performance	all-core	123	72.9	62.0	34.990	3989.97	5137.90	5137.90	16.66	NA
2026-09-20T10:23:27Z	performance	all-core	125	72.9	62.0	35.021	3866.54	5137.90	5137.90	16.85	NA
2026-09-20T10:23:30Z	performance	all-core	127	72.9	62.0	35.010	3891.93	5137.90	5137.90	16.85	NA
2026-09-20T10:23:32Z	performance	all-core	130	73.0	62.0	34.989	3992.69	5137.90	5137.90	16.86	NA
2026-09-20T10:23:34Z	performance	all-core	132	73.1	62.0	35.018	3817.91	5137.90	5137.90	16.86	NA
2026-09-20T10:23:36Z	performance	all-core	134	73.2	62.0	35.035	3933.44	5137.90	5137.90	16.86	NA
2026-09-20T10:23:38Z	performance	all-core	136	73.4	62.0	35.002	3917.85	5137.90	5137.90	17.75	NA
2026-09-20T10:23:40Z	performance	all-core	138	73.2	62.0	34.996	3924.09	5137.90	5137.90	17.75	NA
2026-09-20T10:23:42Z	performance	all-core	140	73.4	62.0	34.999	3992.70	5137.90	5137.90	17.61	NA
2026-09-20T10:23:44Z	performance	all-core	142	73.6	62.0	35.027	3883.51	5137.90	5137.90	17.61	NA
2026-09-20T10:23:47Z	performance	all-core	144	73.6	62.0	35.018	3892.89	5137.90	5137.90	17.64	NA
2026-09-20T10:23:49Z	performance	all-core	147	73.6	63.0	35.004	3977.48	5137.90	5137.90	17.64	NA
2026-09-20T10:23:51Z	performance	all-core	149	73.6	62.0	35.025	3913.83	5137.90	5137.90	17.64	NA
2026-09-20T10:23:53Z	performance	all-core	151	73.8	62.0	35.007	3882.64	5137.90	5137.90	17.59	NA
2026-09-20T10:23:55Z	performance	all-core	153	73.6	62.0	34.997	3975.78	5137.90	5137.90	17.59	NA
2026-09-20T10:23:57Z	performance	all-core	155	73.5	62.0	34.985	3992.72	5137.90	5137.90	17.62	NA
2026-09-20T10:23:59Z	performance	all-core	157	73.4	62.0	35.010	3872.42	5137.90	5137.90	17.62	NA
2026-09-20T10:24:01Z	performance	all-core	159	73.2	62.0	35.000	3954.29	5137.90	5137.90	17.82	NA
2026-09-20T10:24:04Z	performance	all-core	161	73.2	62.0	34.987	3994.56	5137.90	5137.90	17.82	NA
2026-09-20T10:24:06Z	performance	all-core	164	73.1	62.0	34.977	3942.18	5137.90	5137.90	17.82	NA
2026-09-20T10:24:08Z	performance	all-core	166	73.0	61.0	34.998	3992.73	5137.90	5137.90	17.83	NA
2026-09-20T10:24:10Z	performance	all-core	168	73.0	62.0	35.015	3964.87	5137.90	5137.90	17.83	NA
2026-09-20T10:24:12Z	performance	all-core	170	73.0	62.0	35.003	3898.93	5137.90	5137.90	17.76	NA
2026-09-20T10:24:14Z	performance	all-core	172	72.9	62.0	34.986	3951.36	5137.90	5137.90	17.76	NA
2026-09-20T10:24:16Z	performance	all-core	174	73.1	61.0	34.990	3908.22	5137.90	5137.90	17.78	NA
2026-09-20T10:24:18Z	performance	all-core	176	72.9	61.0	34.988	3991.79	5137.90	5137.90	17.78	NA
2026-09-20T10:24:21Z	performance	all-core	178	72.9	61.0	35.033	3923.84	5137.90	5137.90	17.78	NA
2026-09-20T10:24:23Z	performance	all-core	181	72.8	62.0	34.996	3992.65	5137.90	5137.90	17.80	NA
2026-09-20T10:24:25Z	performance	all-core	183	72.6	61.0	35.014	3892.71	5137.90	5137.90	17.80	NA
2026-09-20T10:24:27Z	performance	all-core	185	72.8	61.0	34.992	3992.57	5137.90	5137.90	17.98	NA
2026-09-20T10:24:29Z	performance	all-core	187	72.8	61.0	34.985	4016.96	5137.90	5137.90	17.98	NA
2026-09-20T10:24:31Z	performance	all-core	189	72.8	62.0	34.987	4016.01	5137.90	5137.90	18.14	NA
2026-09-20T10:24:33Z	performance	all-core	191	72.9	61.0	35.022	3937.85	5137.90	5137.90	18.14	NA
2026-09-20T10:24:35Z	performance	all-core	193	72.8	62.0	35.019	3929.71	5137.90	5137.90	18.14	NA
2026-09-20T10:24:38Z	performance	all-core	195	72.9	61.0	35.015	3931.27	5137.90	5137.90	18.05	NA
2026-09-20T10:24:40Z	performance	all-core	198	72.8	61.0	35.020	3922.55	5137.90	5137.90	18.05	NA
2026-09-20T10:24:42Z	performance	all-core	200	72.8	62.0	34.999	3985.57	5137.90	5137.90	18.52	NA
2026-09-20T10:24:44Z	performance	all-core	202	72.8	61.0	34.985	3976.09	5137.90	5137.90	18.52	NA
2026-09-20T10:24:46Z	performance	all-core	204	72.8	62.0	35.016	3892.89	5137.90	5137.90	18.48	NA
2026-09-20T10:24:48Z	performance	all-core	206	72.9	62.0	35.021	3940.34	5137.90	5137.90	18.48	NA
2026-09-20T10:24:50Z	performance	all-core	208	72.9	62.0	35.010	3892.92	5137.90	5137.90	18.48	NA
2026-09-20T10:24:53Z	performance	all-core	210	72.8	62.0	35.027	3889.78	5137.90	5137.90	18.60	NA
2026-09-20T10:24:55Z	performance	all-core	213	72.8	62.0	34.992	4015.39	5137.90	5137.90	18.60	NA
2026-09-20T10:24:57Z	performance	all-core	215	72.9	62.0	34.987	4009.05	5137.90	5137.90	18.72	NA
2026-09-20T10:24:59Z	performance	all-core	217	72.9	61.0	35.002	3917.84	5137.90	5137.90	18.72	NA
2026-09-20T10:25:01Z	performance	all-core	219	72.8	61.0	34.993	3967.78	5137.90	5137.90	18.72	NA
2026-09-20T10:25:03Z	performance	all-core	221	72.8	61.0	34.989	3992.20	5137.90	5137.90	18.74	NA
2026-09-20T10:25:05Z	performance	all-core	223	72.6	61.0	35.020	3927.36	5137.90	5137.90	18.74	NA
2026-09-20T10:25:07Z	performance	all-core	225	72.8	62.0	35.017	3792.68	5137.90	5137.90	18.68	NA
2026-09-20T10:25:10Z	performance	all-core	227	72.9	61.0	34.995	3989.90	5137.90	5137.90	18.68	NA
2026-09-20T10:25:12Z	performance	all-core	230	72.6	61.0	35.003	3921.71	5137.90	5137.90	18.62	NA
2026-09-20T10:25:14Z	performance	all-core	232	72.5	61.0	35.026	3931.87	5137.90	5137.90	18.62	NA
2026-09-20T10:25:16Z	performance	all-core	234	72.6	61.0	34.983	4017.64	5137.90	5137.90	18.62	NA
2026-09-20T10:25:18Z	performance	all-core	236	72.6	61.0	35.028	3950.57	5137.90	5137.90	18.57	NA
2026-09-20T10:25:20Z	performance	all-core	238	72.6	61.0	35.007	3853.76	5137.90	5137.90	18.57	NA
2026-09-20T10:25:22Z	performance	all-core	240	72.6	61.0	34.981	3943.77	5137.90	5137.90	18.53	NA
2026-09-20T10:25:25Z	performance	all-core	242	72.6	61.0	35.013	3921.96	5137.90	5137.90	18.53	NA
2026-09-20T10:25:27Z	performance	all-core	245	72.6	61.0	34.986	3991.63	5137.90	5137.90	18.49	NA
2026-09-20T10:25:29Z	performance	all-core	247	72.6	61.0	34.980	3967.50	5137.90	5137.90	18.49	NA
2026-09-20T10:25:31Z	performance	all-core	249	72.5	61.0	34.992	3945.02	5137.90	5137.90	18.49	NA
2026-09-20T10:25:33Z	performance	all-core	251	72.4	61.0	35.014	3973.88	5137.90	5137.90	18.45	NA
2026-09-20T10:25:35Z	performance	all-core	253	72.1	60.0	34.992	3988.00	5137.90	5137.90	18.45	NA
2026-09-20T10:25:37Z	performance	all-core	255	71.9	60.0	34.986	3994.63	5137.90	5137.90	18.49	NA
2026-09-20T10:25:39Z	performance	all-core	257	71.6	60.0	35.015	3893.86	5137.90	5137.90	18.49	NA
2026-09-20T10:25:42Z	performance	all-core	259	71.4	60.0	35.002	3968.03	5137.90	5137.90	18.37	NA
2026-09-20T10:25:44Z	performance	all-core	262	71.1	59.0	35.034	3942.68	5137.90	5137.90	18.37	NA
2026-09-20T10:25:46Z	performance	all-core	264	70.9	59.0	35.009	3917.30	5137.90	5137.90	18.37	NA
2026-09-20T10:25:48Z	performance	all-core	266	70.8	59.0	35.000	3970.74	5137.90	5137.90	18.42	NA
2026-09-20T10:25:50Z	performance	all-core	268	70.5	59.0	35.014	3917.49	5137.90	5137.90	18.42	NA
2026-09-20T10:25:52Z	performance	all-core	270	70.4	59.0	34.997	3970.74	5137.90	5137.90	18.71	NA
2026-09-20T10:25:54Z	performance	all-core	272	70.1	59.0	35.006	3992.51	5137.90	5137.90	18.71	NA
2026-09-20T10:25:56Z	performance	all-core	274	70.0	59.0	34.986	3994.26	5137.90	5137.90	18.57	NA
2026-09-20T10:25:59Z	performance	all-core	276	69.9	59.0	34.995	4015.23	5137.90	5137.90	18.57	NA
2026-09-20T10:26:01Z	performance	all-core	279	69.8	59.0	35.047	3896.80	5137.90	5137.90	18.57	NA
2026-09-20T10:26:03Z	performance	all-core	281	69.8	58.0	35.022	3949.81	5137.90	5137.90	18.53	NA
2026-09-20T10:26:05Z	performance	all-core	283	69.5	59.0	34.996	3937.05	5137.90	5137.90	18.53	NA
2026-09-20T10:26:07Z	performance	all-core	285	69.4	59.0	35.027	3956.81	5137.90	5137.90	18.48	NA
2026-09-20T10:26:09Z	performance	all-core	287	69.4	58.0	35.019	3872.70	5137.90	5137.90	18.48	NA
2026-09-20T10:26:11Z	performance	all-core	289	69.4	58.0	34.998	3917.02	5137.90	5137.90	18.76	NA
2026-09-20T10:26:14Z	performance	all-core	291	69.4	58.0	34.983	3968.90	5137.90	5137.90	18.76	NA
2026-09-20T10:26:16Z	performance	all-core	294	69.2	58.0	34.999	3983.38	5137.90	5137.90	18.76	NA
2026-09-20T10:26:18Z	performance	all-core	296	69.2	58.0	35.002	3870.47	5137.90	5137.90	18.70	NA
2026-09-20T10:26:20Z	performance	all-core	298	69.1	58.0	34.999	4017.65	5137.90	5137.90	18.70	NA
2026-09-20T10:26:22Z	performance	all-core	300	69.1	58.0	34.993	4017.65	5137.90	5137.90	18.57	NA
2026-09-20T10:26:24Z	performance	all-core	302	69.1	58.0	34.980	3952.25	5137.90	5137.90	18.57	NA
2026-09-20T10:26:26Z	performance	all-core	304	69.1	58.0	35.023	3958.89	5137.90	5137.90	18.52	NA
2026-09-20T10:26:28Z	performance	all-core	306	69.0	58.0	35.007	3967.05	5137.90	5137.90	18.52	NA
2026-09-20T10:26:31Z	performance	all-core	308	69.0	58.0	34.982	4021.86	5137.90	5137.90	18.52	NA
2026-09-20T10:26:33Z	performance	all-core	311	69.2	58.0	34.993	3992.69	5137.90	5137.90	18.40	NA
2026-09-20T10:26:35Z	performance	all-core	313	69.0	58.0	34.985	4024.46	5137.90	5137.90	18.40	NA
2026-09-20T10:26:37Z	performance	all-core	315	68.9	58.0	35.012	3943.20	5137.90	5137.90	18.53	NA
2026-09-20T10:26:39Z	performance	all-core	317	68.8	57.0	34.987	4017.60	5137.90	5137.90	18.53	NA
2026-09-20T10:26:41Z	performance	all-core	319	68.8	58.0	34.980	4017.64	5137.90	5137.90	18.53	NA
2026-09-20T10:26:43Z	performance	all-core	321	68.8	58.0	35.019	3939.25	5137.90	5137.90	18.57	NA
2026-09-20T10:26:45Z	performance	all-core	323	68.6	58.0	35.017	3992.71	5137.90	5137.90	18.57	NA
2026-09-20T10:26:47Z	performance	all-core	325	68.6	58.0	34.983	4022.78	5137.90	5137.90	18.60	NA
2026-09-20T10:26:50Z	performance	all-core	327	68.6	58.0	35.023	3931.88	5137.90	5137.90	18.60	NA
2026-09-20T10:26:52Z	performance	all-core	330	68.6	57.0	34.983	3992.72	5137.90	5137.90	18.63	NA
2026-09-20T10:26:54Z	performance	all-core	332	68.8	57.0	34.995	4005.02	5137.90	5137.90	18.63	NA
2026-09-20T10:26:56Z	performance	all-core	334	68.5	57.0	34.977	3968.26	5137.90	5137.90	18.63	NA
2026-09-20T10:26:58Z	performance	all-core	336	68.5	57.0	35.062	3821.14	5137.90	5137.90	18.90	NA
2026-09-20T10:27:00Z	performance	all-core	338	68.4	57.0	34.986	4017.52	5137.90	5137.90	18.90	NA
2026-09-20T10:27:02Z	performance	all-core	340	68.4	57.0	34.986	3941.83	5137.90	5137.90	18.91	NA
2026-09-20T10:27:05Z	performance	all-core	342	68.4	57.0	35.001	3917.83	5137.90	5137.90	18.91	NA
2026-09-20T10:27:07Z	performance	all-core	345	68.2	57.0	35.007	3902.55	5137.90	5137.90	18.84	NA
2026-09-20T10:27:09Z	performance	all-core	347	68.2	57.0	35.015	3956.85	5137.90	5137.90	18.84	NA
2026-09-20T10:27:11Z	performance	all-core	349	68.1	57.0	34.987	4017.37	5137.90	5137.90	18.84	NA
2026-09-20T10:27:13Z	performance	all-core	351	68.0	57.0	35.009	3958.39	5137.90	5137.90	18.85	NA
2026-09-20T10:27:15Z	performance	all-core	353	68.2	57.0	34.985	4002.00	5137.90	5137.90	18.85	NA
2026-09-20T10:27:17Z	performance	all-core	355	68.2	57.0	34.984	4008.24	5137.90	5137.90	18.86	NA
2026-09-20T10:27:19Z	performance	all-core	357	68.5	57.0	35.029	3882.30	5137.90	5137.90	18.86	NA
2026-09-20T10:27:22Z	performance	all-core	359	68.6	57.0	34.997	3992.90	5137.90	5137.90	18.79	NA
2026-09-20T10:27:24Z	performance	all-core	362	68.8	58.0	34.986	3992.62	5137.90	5137.90	18.79	NA
2026-09-20T10:27:26Z	performance	all-core	364	69.1	58.0	35.034	3934.51	5137.90	5137.90	18.79	NA
2026-09-20T10:27:28Z	performance	all-core	366	69.2	58.0	35.020	3889.99	5137.90	5137.90	18.65	NA
2026-09-20T10:27:30Z	performance	all-core	368	69.4	59.0	34.984	3947.56	5137.90	5137.90	18.65	NA
2026-09-20T10:27:32Z	performance	all-core	370	69.5	59.0	35.008	3915.81	5137.90	5137.90	18.60	NA
2026-09-20T10:27:34Z	performance	all-core	372	69.6	59.0	35.008	3867.86	5137.90	5137.90	18.60	NA
2026-09-20T10:27:36Z	performance	all-core	374	69.8	59.0	34.992	3992.45	5137.90	5137.90	19.59	NA
2026-09-20T10:27:39Z	performance	all-core	376	69.9	59.0	34.983	4018.60	5137.90	5137.90	19.59	NA
2026-09-20T10:27:41Z	performance	all-core	379	70.1	59.0	35.007	3982.47	5137.90	5137.90	19.59	NA
2026-09-20T10:27:43Z	performance	all-core	381	70.2	59.0	34.987	3990.98	5137.90	5137.90	19.46	NA
2026-09-20T10:27:45Z	performance	all-core	383	70.4	59.0	34.987	4017.66	5137.90	5137.90	19.46	NA
2026-09-20T10:27:47Z	performance	all-core	385	70.8	59.0	34.980	3967.75	5137.90	5137.90	19.51	NA
2026-09-20T10:27:49Z	performance	all-core	387	70.8	59.0	35.007	3949.18	5137.90	5137.90	19.51	NA
2026-09-20T10:27:51Z	performance	all-core	389	70.9	60.0	34.996	4017.66	5137.90	5137.90	19.39	NA
2026-09-20T10:27:54Z	performance	all-core	391	71.0	60.0	35.004	3992.68	5137.90	5137.90	19.39	NA
2026-09-20T10:27:56Z	performance	all-core	394	71.0	60.0	35.009	3959.37	5137.90	5137.90	19.39	NA
2026-09-20T10:27:58Z	performance	all-core	396	71.0	60.0	35.001	3917.83	5137.90	5137.90	19.43	NA
2026-09-20T10:28:00Z	performance	all-core	398	71.0	60.0	34.990	3958.20	5137.90	5137.90	19.43	NA
2026-09-20T10:28:02Z	performance	all-core	400	71.2	60.0	34.988	3963.18	5137.90	5137.90	19.24	NA
2026-09-20T10:28:04Z	performance	all-core	402	71.4	60.0	34.995	3994.71	5137.90	5137.90	19.24	NA
2026-09-20T10:28:06Z	performance	all-core	404	71.4	60.0	35.037	3905.87	5137.90	5137.90	19.06	NA
2026-09-20T10:28:08Z	performance	all-core	406	71.5	60.0	35.009	3917.82	5137.90	5137.90	19.06	NA
2026-09-20T10:28:11Z	performance	all-core	408	71.5	60.0	35.003	3974.02	5137.90	5137.90	19.06	NA
2026-09-20T10:28:13Z	performance	all-core	411	71.6	60.0	34.988	4017.66	5137.90	5137.90	19.14	NA
2026-09-20T10:28:15Z	performance	all-core	413	71.6	61.0	35.007	3890.26	5137.90	5137.90	19.14	NA
2026-09-20T10:28:17Z	performance	all-core	415	71.6	61.0	35.005	3973.61	5137.90	5137.90	19.04	NA
2026-09-20T10:28:19Z	performance	all-core	417	71.9	60.0	34.991	4017.65	5137.90	5137.90	19.04	NA
2026-09-20T10:28:21Z	performance	all-core	419	71.9	61.0	35.021	3934.25	5137.90	5137.90	18.88	NA
2026-09-20T10:28:23Z	performance	all-core	421	71.8	60.0	35.011	3917.47	5137.90	5137.90	18.88	NA
2026-09-20T10:28:26Z	performance	all-core	423	71.8	60.0	35.011	3856.86	5137.90	5137.90	18.88	NA
2026-09-20T10:28:28Z	performance	all-core	426	71.9	61.0	35.003	3985.56	5137.90	5137.90	18.81	NA
2026-09-20T10:28:30Z	performance	all-core	428	72.0	61.0	35.002	3917.72	5137.90	5137.90	18.81	NA
2026-09-20T10:28:32Z	performance	all-core	430	71.9	60.0	34.986	3992.69	5137.90	5137.90	19.23	NA
2026-09-20T10:28:34Z	performance	all-core	432	72.0	61.0	35.000	3907.20	5137.90	5137.90	19.23	NA
2026-09-20T10:28:36Z	performance	all-core	434	72.0	61.0	35.009	3967.76	5137.90	5137.90	19.13	NA
